535989ecb68da1affc531e866d190bfdbd9fc5fc,python/cpython,",bug",Programming,single,"even if those derived classes explictly accept those keyword arguments, the function return NULL",logic error,the bug occurred in mwassing the variable checking which may causing the returned value incorrect,Within function,return,Py_INCREF,"foreign, Py_INCREF ",memory management,c to py,Type Error,in if-statement which is checking the keyword argument type,Within function,Conditionals (predicate/conditional expression),needs to add corresponding logical conditions in the if statement,no,logical
44b054b84adc2deef45bf3fd2e17532d9a993cd3,python/cpython,",bug",Security,single,integer overflow,Data type error,"the bug occurred in a loop, which doing addition assignment",Within function,loop body,PyArg_ParseTuple,"foreign, PyArg_ParseTuple",Parsing arguments,py to c,Crash,the bug occurred in the variable initialization at the start of a function,Within function,assignment,needs to understand the usage of a variable that follows its declaration to identify incorrect initial type definitions.,no,data type
dac090d3e62cadd24fc6b73ab177bf98326c1849,python/cpython,",bug",Programming,single,"unpacking singleton tuples(1,) in list comprehensions and generator expressions (x for x, in ... ).",logic error,"The bug was not a runtime error, so it doesn't occur at a specific location in the code. ",Outside function,Outside any function/global area,,"foreign, GeneratorExp",format handling,c to py,Data Corruption,"the bug occurred in a for-loop, which can unpack the singleton tuple",Within function,Conditionals (predicate/conditional expression),"The code runs without errors, but the output is not as expected.",yes,incorrect value
9b0ca79213f262daab54db21d6f3aa17b8dd86dd,python/cpython,",bug",Security,single," socket timeout exception will be caught correctly. Previously, the exception was not caught, since the status of the end of the socket is not judged by various if statements",unhandle exception,"a socket operation on a socket with a timeout,",Within function,return,PyErr_SetString,"foreign, PyErr_SetString",Exception Handling,c to py,DeadLock,the bug occurred after using the Poll/Select method checks the state of the Socket.,Within function,Conditionals (predicate/conditional expression),It is a challenge to determine if discerning the relationship between the n value and the occurrence of hang bugs.,no,error handling
7ec642a4d2ee98dfc0b67431255046374abc4ed7,python/cpython,",bug",Programming,single,"Since variable default to NULL, load files may fails.",logic error,"the bug occurred in find_module function, the argument default to NULL may cauing problem",Within function,Cross-language API call site,Py_XDECREF,"foreign, Py_XDECREF",memory management,c to py,Unexpected Behavior,the bug occurred after the value of the variable changed,Within function,API function,"The main challenge in detecting this bug is that it only manifests when using custom module loaders, which is not a common use case. Therefore, it might not be caught in routine testing. Additionally, the bug is in the module reloading mechanism, which is a complex part of the Python interpreter, making it harder to detect.",,
ea3912b0da71e16b8a37e04fcf3969dc85c27fa1,python/cpython,",bug",Security,single,recusion,recusion,the bug occurred in returning a incorrect value,Within function,return,Py_DECREF,"foreign, Py_DECREF",Exception Handling,c to py,Crash,the bug occurred after coercion in if-else statement.,Within function,API function,The infinite recursion can be hard to detect because it doesn't always manifest immediately. It might only occur with certain input values or in certain scenarios.,,
e27337b5d01a63f6874382175221936780e50acd,python/cpython,",bug",Security,single,integer overflow,unhandle exception,the bug occurred in returning a incorrect value,Within function,return,PyErr_SetString,"foreign, PyErr_SetString",Exception Handling,c to py,Crash,adding a new function to check a variable range,Within function,if structure,It's difficult to determine whether it needs to verify the range of a variable after it's passed into a function.,,
33b730e33cb0a63f4030d1587a6196dcde36e965,python/cpython,",bug",Programming,single,def foo((x)): was getting recognized as requiring tuple unpacking which is not correct.,special case,"the bug occurred in if statement, which has not handle the complex arguments in function to unpacking it",Within function,True/false branch,PyErr_Format,"foreign, PyErr_Format",Exception Handling,c to py,Unexpected Behavior,the bug occurred in the type check switch-case.,Within function,if structure,Understanding the Python language specification and how tuple unpacking is supposed to work.,,
3a49e92d7dd7154a1f382ca1b28ffe610295147f,python/cpython,",bug",Security,single,missing error checking,compatibility,"the bug occurred in if statement, which has not handle the complex arguments in function to unpacking it",Within function,True/false branch,PyErr_Occurred,"foreign, PyErr_Occurred",Exception Handling,c to py,Unexpected Behavior,after zeroMemory a pointer. the pointer get a value from getint().,Within function,API function,"The challenge in detecting this bug would be in identifying that the lack of error checking in the STARTUPINFO code was the cause of the issues. This would require a deep understanding of the Python C API and the Windows API, as well as the ability to debug C code. Additionally, the bug might only manifest itself under certain conditions when specific invalid values are passed in the STARTUPINFO structure, which could make it difficult to reproduce and identify.",,
95c1e5065ca572a4a3f602487ff6112f089a9257,python/cpython,",bug",Security,single,Null pointer reference,Null pointer reference,An initialized pointer will generate an error after getting the value from the function getInt().,Within function,Following a foreign function call,PyErr_NoMemory,"foreign, PyErr_NoMemory",Exception Handling,c to py,Crash,the bug occurred after the varrible get a new value,Within function,API function,"The challenge in detecting this bug would be in identifying that the lack of memory allocation failure check was the cause of the crashes. This would require a deep understanding of the Python C API and memory management in C. Additionally, the bug might only manifest itself under memory pressure when memory allocation fails, which could make it difficult to reproduce and identify.",,
10402a306f613b37c96b51771e7ad0e1cf60a3a4,python/cpython,",bug",Programming,single,"append the object item at the end of list list. Return 0 if successful; return -1 and set an exception if unsuccessful. Missing checks for PyList_Append (result, line) return value, casuing error",return value error,"the bug occurred after PyLwast_Append, ",Within function,Cross-language API call site,"PyList_Append, Py_DECREF","foreign, PyList_Append, Py_DECREF, PyErr_Occurred","Exception Handling, Memory Management",c to py,Crash,"PyList_Append can return -1, which leading to error.",Within function,API function,The challenge in detecting this bug lies in the need to thoroughly check all possible error returns in the code. It requires a deep understanding of the code and the potential errors that could occur.,,
faa7648ffe6fbc568eeb6457815bd85cef21bfbd,python/cpython,",bug",Security,single,buffer overflow,buffer overflow,the function will return a incorrect value without the value checking,Within function,Conditional (predicate/conditional expression),PyObject_MALLOC,"foreign, PyObject_MALLOC",Memory Management,c to py,crash,"the bug occurred in the start of the function, the variable value get from the caller",Within function,assert,Detecting this kind of bug can be challenging because it requires a deep understanding of the function's expected inputs and behavior. Automated tools might not catch this if they don't have specific rules for argument checking in this context.,,
1fd00a1b7185a6bfb575e3ca0303e5fdc9d24498,python/cpython,",bug",Programming,single,"the string after the colon is used as the function name in error messages,fix the argument",error handling,"the bug occurred in PyArg_ParseTupleAndKeywords(), which not give complete error message",Within function,Cross-language API call site,PyArg_ParseTupleAndKeywords,"foreign, PyArg_ParseTupleAndKeywords",format handling,py to c,Unexpected Behavior,PyArg_ParseTupleAndKeywords() need use this argument,Within function,Conditionals (predicate/conditional expression),"the challenge in detecting this bug lies in the complexity of the Python import system and the various ways modules can be loaded. Understanding the nuances of how Python handles module loading and reloading, especially with custom loaders, requires deep knowledge of the Python language and its internals.",,
ea271f2d5e38129b45f798a9e883cdc1e47f8b31,python/cpython,",bug",Security,single,incorrect file access,Initialization,the bug occurred in variable initialization,Within function,Cross-language API call site,PyArg_ParseTuple,"foreign, PyArg_ParseTuple",format handling,py to c,crash,init the variable at the start of function,Within function,assignment,"the challenge in detecting such bugs lies in the fact that error messages and their formats can vary significantly across different languages. This requires a deep understanding of each language's error handling mechanisms and conventions. Furthermore, error messages are often overlooked during testing, as they are considered part of the ""negative path"". Therefore, they may not be as thoroughly tested as the main functionality of the code.",,
298c380c74294bedcc0b5999c57e3aca03fb3731,python/cpython,",bug",Programming,single,The shutil.move function in Python was not checking whether the destination directory was a subdirectory of the source directory. This led to the source directory being deleted if a user attempted to move it into one of its own subdirectories.,Data type error,the bug occurred in the time_t type variable convert to gmtime type.,Within function,Assignment,PyArg_ParseTuple,"foreign, PyArg_ParseTuple",format handling,py to c,Data Corruption,the bug occurred in using the variable,Within function,assignment,"The bug is relatively straightforward to detect if you are aware of the specific behavior of the shutil.move function. However, in a multi-language project, it could be challenging to detect if the bug is buried deep within the codebase or if the function is used infrequently. Additionally, the bug could be difficult to detect if the function's behavior aligns with the developer's expectations in most cases, leading to the erroneous behavior being overlooked.",,
3ecdb250afb74f77b1148dea2bf08775f9de2ab3,python/cpython,",bug",Security,single,Null pointer reference,Null pointer reference,the bug occurred in return a wrong value which was NULL,Within function,Following a foreign function call,Py_XINCREF,"foreign, PyErr_Format","Exception Handling, Memory Management",c to py,crash,"when the code need use __module__, but it is not here.",Within function,API function,"The challenge in detecting this bug lies in the fact that it only occurs under specific circumstances - when the type() function is used to create an object without explicitly setting the __module__ attribute. This is not a common use case and may not be covered by standard testing procedures. Additionally, the error message that is raised (SystemError: error return without exception set) is not very descriptive and does not clearly point to the root cause of the issue.",,
02c58f865c82021d1cde7064552d3a95301c8cc0,python/cpython,",bug",Programming,single,obj.__contains__() returns True/False instead of 1/0.,return value error,the bug occurred in return a wrong value which was int,Within function,Cross-language API call site,PyObject_IsTrue,"foreign, PyObject_IsTrue",format handling,c to py,Unexpected Behavior,The function creates a new bool variable and returns it at the end,Within function,API function,"The challenge in detecting this bug lies in the subtlety of the issue. In Python, 1/0 are equivalent to True/False, so the bug can not cause a noticeable problem in most cases. However, it could lead to unexpected behavior in certain scenarios where the strict type checking of True/False is required. As a multi-language project developer, understanding the nuances and conventions of each language is crucial for detecting such bugs.",,
62dba4c2775adfb5a5a97ca012a3ab00c4e28597,python/cpython,",bug",Programming,single,"The select module only allows lists, now accepts a sequence.",Data type error,the bug occurred in the function argument,Within function,Cross-language API call site,PySequence_Fast_GET_SIZE,"foreign, PySequence_Fast_GET_SIZE, Py_DECREF","format handling, memory management",c to py,Unexpected Behavior,all the list have to change to seq,Within function,API function,"The main challenge in detecting this bug is that it's not a traditional ""bug"" in the sense of causing a crash or incorrect behavior. Instead, it's a limitation in the function's design that reduces its flexibility and usability. This kind of issue can be harder to detect because it requires understanding the function's intended use cases and the types of data it should be able to handle. Additionally, in a multi-language project, different languages may have different conventions for handling collections of items, which can make it harder to design functions that are flexible and intuitive across different languages.",,
3646ab98af41f37eacf9cdc9d711327956b911f0,python/cpython,",bug",Security,single,"a wrong behavior from mark_save/restore(), which don't restore the mark_stack_base before restoring the marks.",stack overflow,"the bug occurred in the function mark_restore(), the mark_stack_base cannot restore correctly casuing error",Within function,Assignment,PyOS_CheckStack,"helper, PyOS_CheckStack",Objects,c to py,Crash,Add a new variable. changed mark_save/restore() to always restore the stackbase before restoring the marks.,Within function,assignment," the bug only manifests under certain conditions (specific regular expressions and input strings), making it harder to detect through general testing or usage.",,
be733ee7fb7e2779851368221639807938413e7c,python/cpython,",bug",Security,single,"logic error in computing variable lastindex, lastindex should return the the index of the matching group with the rightmost closing parenthesis",stack overflow,the bug occurred in the caculation formula of lastindex,Within function,Assignment,PyOS_CheckStack,"helper, PyOS_CheckStack",Objects,c to py,Unexpected Behavior,change the restore function,Within function,assignment,"the challenge in detecting this bug lies in the complexity of understanding the logic of the code and the expected behavior of the lastgroup method. It requires a deep understanding of the Python language and its regular expression handling. Additionally, the bug only manifests under specific conditions (i.e., when using certain regular expressions), which makes it harder to detect during routine testing.",,
8f24cdc0d5e30e2f924ed2e8a71400fa87a70983,python/cpython,",bug",Programming,single,"logic error, the loop can run correctly only in the first step, since a statement at outside of the loop which should in the loop.",logic error,"the bug occurred in the loop, when it run the second step",Within function,loop body,Py_INCREF,"foreign, Py_INCREF",memory management,c to py,Hang,"statement position get logic error, should move it into loop",Within function,Function call,"The challenge in detecting this bug lies in the specific conditions that need to be met for it to occur. It requires a timeout to be set on the socket and for not all bytes to be able to be sent immediately. This may not be a common scenario in all applications that use this function, making the bug harder to detect in regular usage. Additionally, the bug is in the logic of the function, which may not be immediately obvious without a deep understanding of how the function should work.",,
09705f0b89d8df6b40e10d8a91bee49a57b3b0d7,python/cpython,",bug",Programming,single,an empty Unicode string does not survive as Unicode after going through re.sub().,API misuse,the bug occurred at return position when the lwast size was zero,Within function,Cross-language API call site,PySequence_GetSlice,"foreign, PySequence_GetSlice",format handling,c to py,Type Error,at the return position in switch case,Within function,API function,"The bug only occurs with empty Unicode strings, which might not be a common use case. Additionally, the difference between a Unicode and non-Unicode string might not be immediately noticeable in many contexts, making the bug harder to detect.",,
7e23f00948a0157452c3a76ef1057fd494e48832,python/cpython,",bug",Security,single,integer overflow,integer overflow,"the bug occurred at varriable initialization, using a wrong type",Within function,return,PyInt_AsLong,"foreign, PyInt_AsLong",format handling,c to py,Type Error,at each wrong variable postion,Within function,API function,"The challenge in detecting this bug lies in the understanding of the correct data types and return values for the C functions used in the Python module. This requires knowledge of both Python and C, and the ability to correctly interpret the documentation for these functions.",,
8388895fe43da057006e50cae5d1b6e2a12083e0,python/cpython,",bug",Programming,single,cannot pass 'None' as the filename for the bsddb.*open functions,input checking,"the bug occurred at PyArg_ParseTuple(), which cannot parse None",Within function,Cross-language API call site,PyArg_ParseTuple,"foreign, PyArg_ParseTuple",Parsing arguments,py to c,Crash,"In if statement error, the function returned value as condition",Within function,API function,The challenge in detecting this bug lies in the specific use case where a NULL argument is passed to the dbopen() function. This is not a common scenario and might not be covered in standard testing,,
b6b8942f5302e76178833dc33596b892fef8f85f,python/cpython,",bug",Security,single,Null pointer reference,Null pointer reference,the bug occurred when the variable  = NULL and as a argument in a function,Within function,Cross-language API call site,PyErr_SetString,"foreign, PyErr_SetString","Exception Handling, Memory Management",c to py,Crash,"if statement error, logic error",Within function,API function,"From a multi-language project perspective, the challenge in detecting this bug lies in the understanding of the underlying library's (in this case, the Berkeley DB) capabilities and ensuring that the Python wrapper (bsddb module) correctly supports all these capabilities. This requires knowledge of both Python and the underlying library, which can be a challenge in a multi-language project.",,
